89E7AA6C29227EFF,classic_bike,2021-02-12 16:14:56,2021-02-12 16:21:43,525,660,71934
0FEFDE2603568365,classic_bike,2021-02-14 17:52:38,2021-02-14 18:12:09,525,16806,47854
E6159D746B2DBB91,electric_bike,2021-02-09 19:10:18,2021-02-09 19:19:10,KA1503000012,TA1305000029,70870
B32D3199F1C2E75B,classic_bike,2021-02-02 17:49:41,2021-02-02 17:54:06,637,TA1305000034,58974
83E463F23575F4BF,electric_bike,2021-02-23 15:07:23,2021-02-23 15:22:37,13216,TA1309000055,39608
BDAA7E3494E8D545,electric_bike,2021-02-24 15:43:33,2021-02-24 15:49:05,18003,KP1705001026,36267
A772742351171257,classic_bike,2021-02-01 17:47:42,2021-02-01 17:48:33,KP1705001026,KP1705001026,50104
295476889D9B79F8,classic_bike,2021-02-11 18:33:53,2021-02-11 18:35:09,18003,18003,19618
362087194BA4CC9A,classic_bike,2021-02-27 15:13:39,2021-02-27 15:36:36,KP1705001026,KP1705001026,16732
21630F715038CCB0,classic_bike,2021-02-20 08:59:42,2021-02-20 09:17:04,KP1705001026,KP1705001026,57068
A977EB7FE7F5CD3A,classic_bike,2021-02-20 08:58:16,2021-02-20 08:58:41,KP1705001026,KP1705001026,32712
8B868B03D6753C2A,classic_bike,2021-02-20 16:45:11,2021-02-20 16:59:47,KP1705001026,KP1705001026,23227
BD331D658B9D2C31,classic_bike,2021-02-18 13:21:03,2021-02-18 13:25:20,525,520,73221
8DFEA9BAFE6BAA62,classic_bike,2021-02-26 17:40:05,2021-02-26 17:42:49,13253,TA1309000050,22163
27BE9F6E67AFD86C,classic_bike,2021-02-06 14:40:25,2021-02-06 14:55:50,525,15578,7566
9B790D47A0A0F7F1,classic_bike,2021-02-19 23:25:40,2021-02-20 00:10:00,KA1503000044,KA1504000142,71588
3C2DF72600B1DE6C,classic_bike,2021-02-18 23:20:10,2021-02-19 00:01:39,KA1503000044,KA1504000142,38661
48A8D07ED9C7065C,classic_bike,2021-02-20 23:35:29,2021-02-21 00:17:18,KA1503000044,KA1504000142,64751
BBFF2AAA0A3A1A26,electric_bike,2021-02-02 15:48:52,2021-02-02 16:03:40,KA1504000140,17660,10721
030723CBA8CF05E7,classic_bike,2021-02-23 07:44:12,2021-02-23 07:48:57,TA1305000032,15542,13281
7DF4C2D21E1DDD46,classic_bike,2021-02-09 14:00:06,2021-02-09 14:30:29,525,605,39717
2C4AF52044E874FC,electric_bike,2021-02-26 18:16:25,2021-02-26 18:27:55,TA1306000012,SL-007,39561
6E944BAF2AB37023,classic_bike,2021-02-24 17:09:22,2021-02-24 17:38:15,525,TA1307000144,22386
3CDFBD181A0EDB00,classic_bike,2021-02-23 11:28:45,2021-02-23 11:32:39,KA1503000044,TA1307000151,9130
96F92F578CD76F59,classic_bike,2021-02-27 13:32:44,2021-02-27 13:32:58,637,637,9578
42B25557198348CC,classic_bike,2021-02-23 16:05:02,2021-02-23 16:20:35,13133,13133,44811
AD6C500EEAD6B929,classic_bike,2021-02-27 16:14:45,2021-02-27 16:59:59,SL-005,SL-005,5515
3158E663B4F160EB,classic_bike,2021-02-27 15:38:05,2021-02-27 15:38:22,13235,13235,2437
78849DFCC4D4B7A0,classic_bike,2021-02-28 13:31:50,2021-02-28 14:47:14,13235,13235,18861
1F3946A6B0E9AC91,classic_bike,2021-02-01 15:08:37,2021-02-01 15:08:59,TA1307000139,TA1307000139,42244
F6ABBD3E1BDA78A6,classic_bike,2021-02-11 11:46:46,2021-02-11 11:46:48,TA1307000139,TA1307000139,53164
D5171DFF5A12AD19,classic_bike,2021-02-02 17:27:52,2021-02-02 17:28:28,TA1307000139,TA1307000139,62292
BFFC6C2C4695FF77,classic_bike,2021-02-13 11:33:28,2021-02-13 11:44:20,KA1503000012,13303,50851
C92659AC52A6ED41,classic_bike,2021-02-23 08:40:07,2021-02-23 08:43:26,525,KA1504000175,35044
1912C41A49F978E3,classic_bike,2021-02-10 12:43:40,2021-02-10 13:18:11,TA1305000009,TA1309000025,36091
BDC123B6A30860A1,classic_bike,2021-02-27 12:47:30,2021-02-27 13:09:05,TA1306000012,632,16670
E02AEC4FFF8DF297,classic_bike,2021-02-13 17:12:08,2021-02-13 17:38:56,525,523,33490
E5C4460CD39EAD34,electric_bike,2021-02-24 11:05:14,2021-02-24 11:21:35,13276,TA1306000009,26823
0CD1F34E95496D3B,classic_bike,2021-02-26 17:25:00,2021-02-26 17:40:00,TA1307000107,TA1309000026,24457
BC260AB096E30CB7,docked_bike,2021-02-23 18:21:39,2021-02-23 18:42:47,13276,13276,50322
F0C6DBAE926D2E27,classic_bike,2021-02-04 16:23:15,2021-02-04 16:29:27,13193,TA1307000142,34451
E3D38203A2D907DB,classic_bike,2021-02-08 16:54:25,2021-02-08 17:00:58,KA1503000072,TA1306000015,75943
5C25026CC6C966D6,classic_bike,2021-02-02 17:28:55,2021-02-02 17:35:02,KA1503000072,TA1306000015,19230
8EAB72F3A0BD2139,classic_bike,2021-02-05 13:44:27,2021-02-05 13:50:25,KA1503000072,TA1306000015,36994
8560483D60948267,classic_bike,2021-02-28 12:12:14,2021-02-28 12:26:21,TA1307000166,TA1306000012,2731
EFE823EAA736823F,classic_bike,2021-02-24 15:50:18,2021-02-24 16:00:04,13285,13353,30607
DE5CBAC199FDC636,electric_bike,2021-02-24 19:39:57,2021-02-24 19:47:16,TA1306000016,13071,68863
6E345271C931DB4E,classic_bike,2021-02-12 20:12:13,2021-02-12 20:18:04,13303,KA1503000041,63336
C677AC23AA4E1BAA,classic_bike,2021-02-24 07:57:34,2021-02-24 08:03:36,KA1503000012,TA1305000011,39053
C3DFA10982F8D4B5,classic_bike,2021-02-27 16:03:17,2021-02-27 17:02:01,KA1503000012,TA1307000111,50472
B85742F1D28F6179,electric_bike,2021-02-02 06:13:47,2021-02-02 06:22:53,TA1305000032,15534,8460
89D1C7D9A2BC2BBA,electric_bike,2021-02-26 06:12:48,2021-02-26 06:20:13,TA1305000032,15534,74834
F75CCD879A9219BC,classic_bike,2021-02-27 17:44:22,2021-02-27 18:11:36,TA1305000032,TA1307000039,13017
1074229378EF6D33,classic_bike,2021-02-24 10:36:37,2021-02-24 11:10:42,15575,15575,26954
710CF541AD1AABA3,electric_bike,2021-02-03 18:36:47,2021-02-03 18:45:31,623,13263,70413
530CA5B59EA471B0,classic_bike,2021-02-27 16:41:58,2021-02-27 17:16:33,TA1309000050,13156,43132
6CF613521CA96CDE,classic_bike,2021-02-22 16:51:55,2021-02-22 17:02:33,TA1305000032,13427,66335
790D32CB7348D195,classic_bike,2021-02-03 17:19:01,2021-02-03 17:30:24,TA1305000032,13427,18091
46D7B56E473BF3F8,classic_bike,2021-02-24 17:23:18,2021-02-24 17:36:16,13285,13156,16840
AD148B0B6252DEA6,classic_bike,2021-02-28 14:21:39,2021-02-28 14:28:42,15445,TA1309000055,23296
F04E48B71443A99F,classic_bike,2021-02-03 16:38:14,2021-02-03 16:49:19,13164,13156,32466
CE45E063516267CA,classic_bike,2021-02-15 14:17:25,2021-02-15 14:30:03,13164,13156,17867
86D40C2390267476,classic_bike,2021-02-13 10:19:42,2021-02-13 10:34:01,13164,13156,62337
9BE50F5B6230626C,classic_bike,2021-02-19 17:11:37,2021-02-19 17:24:40,TA1307000151,13156,5551
78E784C65E813B9B,classic_bike,2021-02-25 17:44:39,2021-02-25 17:54:29,TA1307000151,13156,75305
9D886BEBC47524E5,classic_bike,2021-02-27 13:46:17,2021-02-27 13:49:09,13158,13156,50780
2CD4CDCC4F422BAB,classic_bike,2021-02-24 18:13:54,2021-02-24 18:36:46,13150,13156,43658
A0B6978147D0DFFB,electric_bike,2021-02-26 17:14:59,2021-02-26 17:27:32,TA1308000036,TA1309000055,55183
2C6C66D034BE3917,classic_bike,2021-02-26 17:15:14,2021-02-26 17:27:27,TA1308000036,TA1309000055,52942
FF6E17F980F18343,classic_bike,2021-02-24 17:38:25,2021-02-24 17:43:45,TA1308000013,TA1309000055,51019
1696534FDFD15485,classic_bike,2021-02-24 11:38:55,2021-02-24 11:54:58,TA1306000013,13156,12297
898872C246156E5A,classic_bike,2021-02-23 15:37:58,2021-02-23 16:01:23,13061,13156,23265
F323BF5C69DF04FA,classic_bike,2021-02-27 14:45:07,2021-02-27 14:58:05,TA1307000048,TA1309000055,36135
2544729C9DB4C814,classic_bike,2021-02-03 19:42:01,2021-02-03 19:48:35,TA1308000045,TA1309000055,57488
9080B3186E8CDDB9,classic_bike,2021-02-27 16:03:21,2021-02-27 16:06:12,13206,13156,73117
5E8BA137EA1376BC,classic_bike,2021-02-26 20:19:11,2021-02-26 20:24:27,13156,13156,23924
62442EF00C994013,classic_bike,2021-02-26 09:00:24,2021-02-26 09:06:51,13156,13156,5698
87F1AF4D19CA8F42,classic_bike,2021-02-03 07:48:25,2021-02-03 07:53:26,TA1306000015,13156,34385
AFA0D5E6BCCB4364,classic_bike,2021-02-27 09:42:27,2021-02-27 10:05:18,13058,13156,13758
11C6310ED2FD0CE9,classic_bike,2021-02-22 16:37:22,2021-02-22 16:43:37,TA1309000008,13156,3864
2F06F65EABD17D7E,classic_bike,2021-02-11 17:36:56,2021-02-11 17:44:23,TA1309000008,13156,71782
6A5BDE2561AC7246,electric_bike,2021-02-24 16:41:30,2021-02-24 16:47:14,TA1309000008,13156,57764
6252E65D43D61414,classic_bike,2021-02-08 17:42:05,2021-02-08 17:50:02,TA1309000008,13156,9658
56249EBD024F01E6,electric_bike,2021-02-23 16:44:51,2021-02-23 16:50:41,TA1309000008,13156,9658
BFE77F0BD82C4F4D,electric_bike,2021-02-10 17:44:28,2021-02-10 17:50:39,TA1309000008,13156,4050
A78A60313A802AB2,classic_bike,2021-02-09 18:49:50,2021-02-09 18:59:22,TA1309000008,13156,20927
21860CB63AF5A3D0,electric_bike,2021-02-25 09:43:14,2021-02-25 09:56:03,KA1504000135,13156,57343
A52A7E6F7BBEC624,classic_bike,2021-02-27 11:54:13,2021-02-27 12:19:26,KA1503000064,13156,56257
259B1D9422046832,classic_bike,2021-02-25 16:31:20,2021-02-25 16:43:00,TA1305000022,13156,65075
57951942BDC4782D,classic_bike,2021-02-25 07:25:53,2021-02-25 07:39:02,KA1504000079,KA1503000012,59893
A55FA303EFBA96AC,classic_bike,2021-02-26 09:12:13,2021-02-26 09:20:27,TA1308000036,TA1309000055,33456
35CC9EFDE0A31D6E,classic_bike,2021-02-27 13:55:32,2021-02-27 14:06:32,KA1503000022,KA1504000151,54895
924BAC209DDAAA34,classic_bike,2021-02-27 13:24:11,2021-02-27 13:39:33,TA1306000012,15530,44078
B05E2CA99767EB59,electric_bike,2021-02-04 12:34:46,2021-02-04 12:38:10,TA1306000012,15530,60387
9918F22533E2A8B0,classic_bike,2021-02-25 09:30:47,2021-02-25 09:34:31,KA1503000044,15530,55577
9AB118A6E255A7EB,classic_bike,2021-02-12 18:04:04,2021-02-12 18:13:28,13285,TA1307000159,74536
9018908CA88FCE22,classic_bike,2021-02-27 13:53:09,2021-02-27 14:06:09,13109,TA1309000021,4416
295552D9A7141083,classic_bike,2021-02-25 08:46:51,2021-02-25 08:50:53,TA1305000032,TA1305000025,67163
9BB002D1D980F793,classic_bike,2021-02-28 15:09:38,2021-02-28 15:12:50,15530,15530,50584
91D24DFE5737630A,classic_bike,2021-02-02 11:36:42,2021-02-02 11:50:08,13061,13156,50650
85A5FD6D673B50B3,classic_bike,2021-02-09 12:15:29,2021-02-09 12:26:21,TA1306000010,13156,60931
D7365F88CBE97AFF,classic_bike,2021-02-03 15:48:18,2021-02-03 15:57:18,13303,TA1305000025,46193
AFEF8955CC655882,classic_bike,2021-02-03 09:20:14,2021-02-03 09:31:17,TA1306000013,TA1305000025,21661
1A450B04A2EA74C3,classic_bike,2021-02-22 14:35:35,2021-02-22 14:58:17,13133,15530,44748
60B2EB910325DE0C,docked_bike,2021-02-27 16:13:39,2021-02-27 16:32:18,13146,15530,4411
2D5A5055572F29F9,classic_bike,2021-02-03 08:41:40,2021-02-03 08:47:34,623,KA1503000015,70621
79C101C4BBFB2782,classic_bike,2021-02-01 16:09:33,2021-02-01 16:15:16,623,KA1503000015,30630
3C9A9980F0D691C4,classic_bike,2021-02-04 06:48:10,2021-02-04 06:54:25,13206,KA1504000104,30152
BBC62E39EDB3F5FF,classic_bike,2021-02-11 13:08:01,2021-02-11 13:17:42,15578,KA1504000147,60329
87ECB2A96E6808B2,classic_bike,2021-02-28 19:16:30,2021-02-28 19:57:53,TA1305000032,TA1305000005,60236
A164800246059225,classic_bike,2021-02-05 11:50:24,2021-02-05 11:55:00,KA1503000034,TA1305000029,42130
35D9382A23E0ACE2,classic_bike,2021-02-28 16:48:53,2021-02-28 16:58:29,SL-005,TA1305000029,75122
6C4D77F52BF061A6,classic_bike,2021-02-01 23:10:18,2021-02-01 23:16:14,KA1503000059,TA1309000063,37427
D595CB0662B4A819,classic_bike,2021-02-26 16:05:00,2021-02-26 16:12:45,TA1305000011,TA1305000029,47502
E2BC31FABC70E4D0,classic_bike,2021-02-25 17:28:06,2021-02-25 18:10:08,KA1503000072,TA1309000063,73454
ADAF54B88350168E,classic_bike,2021-02-04 10:13:51,2021-02-04 10:19:53,TA1307000061,TA1305000029,18787
ED313B35173927BB,classic_bike,2021-02-01 11:22:15,2021-02-01 11:31:49,SL-011,TA1305000029,23550
54D7BB2CFD418632,electric_bike,2021-02-23 19:40:29,2021-02-23 19:54:38,TA1309000010,TA1305000029,26491
8CCD4F176577CE28,classic_bike,2021-02-05 23:15:53,2021-02-05 23:22:06,15534,TA1305000029,3986
A9B7EDB1720758D4,classic_bike,2021-02-12 18:24:00,2021-02-12 18:33:56,15534,TA1305000029,42679
F5FEFB1587E75036,classic_bike,2021-02-26 19:19:47,2021-02-26 19:28:21,15534,TA1305000029,36896
ADE82BA0E58F0BD7,classic_bike,2021-02-26 16:55:13,2021-02-26 17:14:04,TA1307000119,TA1307000119,2604
EF70EAAD2F809047,classic_bike,2021-02-27 11:32:30,2021-02-27 11:33:23,TA1305000029,TA1305000029,72696
FDFF97E894194BDB,classic_bike,2021-02-22 18:34:39,2021-02-22 18:55:16,TA1309000063,TA1309000063,48299
